DOEID,EUI,GNDHDD65,HDD30YR,HDD65,TOTSQFT_EN,HDD50,CDD65,CDD30YR,CDD80,TEMPGONEAC,TEMPHOMEAC,TEMPNITEAC,EQUIPAGE,AGECENAC,WHEATAGE,NOACDAYS,AGECDRYER,AGERFRI1,NOHEATDAYS,AGECWASH,AGERFRI2,AGEDW,HHAGE,DBT99,AGEFRZR,AMTMICRO,TYPERFR2,WINDOWS,OUTGRILLFUEL,STORIES,LGTIN4,GWT,WWACAGE,COOKTUSE,TYPERFR1,TEMPGONE,OA_LAT,TEMPNITE,SEPCOOKTUSE,DBT1,SMARTMETER,DRYRUSE,WASHLOAD,INTDATA,INTDATAACC,TEMPHOME,USEMOISTURE,OVENUSE,ESWIN,USENOTMOIST,DWASHUSE,ESLIGHT,ESFRIG,ESWATER,DIVISION,ESCWASH,ESDRYER,SEPOVENUSE,STOVENFUEL,MONTUB,ESDISHW,IECC_CLIMATE_PUB,AUDIT,EQUIPAUXTYPE,OVENFUEL,LOCRFRI2,SIZFREEZ,SIZRFRI2,TOTROOMS,DRYRFUEL,MONEYPY,YEARMADERANGE,AUDITCHG,DWCYCLE,TVTYPE2,STOVEFUEL,USEWWAC,NUMCFAN,ROOFTYPE,TVONWE2,USECENAC,SIZEOFGARAGE,MONPOOL,ATHOME,FUELAUX,TVONWD2,SMARTTHERM,ESFREEZE,TVSIZE2,FREEAUDIT,LGTINLED,UPRTFRZR,NUMBERAC,RECYCAPP,TAXCREDITAPP,OTHROOMS,FUELH2O,EELIGHTS,REBATEAPP,FUELTUB,EQUIPM,CLIMATE_REGION_PUB,OCCUPYYRANGE,BENOTHER,LGTINCAN,WALLTYPE,FUELHEAT,TVCOLOR,NHSLDMEM,BASEHEAT,RNSETEMP,BASEFIN,LGTINCFL,WASHTEMP,TVTYPE1,CABLESAT,THERMAINAC,PERIODNG,BASECOOL,PROTHERMAC,NUMSMPHONE,WHEATSIZ,LGTOUTNUM,COMBODVR,TVONWE1,TVONWD1,NUMTABLET,LGTINNUM,COOLTYPE,NUMFLOORFAN,NUMLAPTOP,FUELH2O2,NUMMEAL,HOUSEHOLDER_RACE,EDUCATION,ATTICFIN,EQUIPMUSE,H2OHEATAPT,PLAYSTA,DVD,PERIODEL,BEDROOMS,SWAMPCOL,GARGHEAT,NUMCHILD,ZCENACHP,ATTCHEAT,REGIONC,ATTCCOOL,ZATTICFIN,ZATTCHEAT,GARGCOOL,ZSWAMPCOL,ZATTCCOOL,ZGARGCOOL,ZLOCRFRI2,TVSIZE1,ZAGERFRI2,ZBASEFIN,ZBASEHEAT,ZGARGHEAT,CENACHP,ZSIZEOFGARAGE,ZSIZRFRI2,ZBASECOOL,ZAGEFRZR,ZUPRTFRZR,ZSIZFREEZ,INTSTREAM,TOPFRONT,ZDWCYCLE,PRKGPLC1,ATTIC,ZTYPERFR2,ZUSEMOISTURE,WINFRAME,ZAGECENAC,CELLAR,LGTOUTCNTL,ZTVTYPE2,ZOUTGRILLFUEL,ZPROTHERMAC,ZWWACAGE,SCALEE,ZUSECENAC,NUMADULT,ZTHERMAINAC,NUMATTICFAN,ZUSEWWAC,FUELPOOL,ZNUMBERAC,DOOR1SUM,ZAGEDW,ZDWASHUSE,SCALEB,TYPEHUQ,ZTVONWD2,ZTVONWE2,ZTVSIZE2,ZSEPCOOKTUSE,NUMWHOLEFAN,NCOMBATH,ZSTOVEFUEL,CELLPHONE,NUMFRIG,ZUSENOTMOIST,OUTLET,INWIRELESS,DRAFTY,ZSEPOVENUSE,PROTHERM,ZOVENFUEL,PAYHELP,TVAUDIOSYS,DESKTOP,ADQINSUL,ELPERIPH,ZPAYHELP,SCALEG,POOL,VCR,ZTEMPGONEAC,SIZRFRI1,ZSTOVENFUEL,ZOVENUSE,ZCOOKTUSE,SWIMPOOL,ZTEMPNITEAC,DUALOVENFUEL,ZLGTOUTCNTL,EMPLOYHH,ZSTORIES,ZNUMWHOLEFAN,ZCELLAR,ZATTIC,ZPRKGPLC1,ZNUMATTICFAN,ZTEMPHOMEAC,UATYP10,ENERGYASST15,ZMONTUB,STUDIO,ENERGYASST14,SOLAR,ZH2OHEATAPT,NGPAY,ZLGTOUTNUM,HIGHCEIL,ZCOOLTYPE,ZWHEATSIZ,ENERGYASST13,ZSTUDIO,BACKUP,ZSWIMPOOL,ZAGECDRYER,ELPAY,ENERGYASST12,ZMONPOOL,ZPOOL,ZWASHTEMP,ZRNSETEMP,ZDRYRFUEL,ZDRYRUSE,ZFUELTUB,ENERGYASST11,NUMFREEZ,MORETHAN1H2O,SEPDVR,ZAGECWASH,ZROOFTYPE,NHAFBATH,ZINWIRELESS,OVEN,ZWASHLOAD,ZTOPFRONT,ICE,ENERGYASSTOTH,ELFOOD,ZMORETHAN1H2O,HHSEX,UGCOOK,LGTINCNTL,ZENERGYASST11,ZENERGYASST12,ZENERGYASST13,ZENERGYASST14,ZENERGYASST15,ZENERGYASSTOTH,ZBACKUP,TYPEGLASS,ZPROTHERM,ZOUTLET,UGOTH,TOAST,COFFEE,NOHEATHELP,BLENDER,MOISTURE,ZNOACDAYS,CROCKPOT,NOACHELP,ELWARM,OUTGRILL,ZFUELH2O2,ZTOTSQFT_EN,ZNOACHELP,TOASTOVN,ZNOHEATDAYS,ZTVTYPE1,KOWNRENT,ZNOHEATHELP,STOVE,STOVEN,ELWATER,METROMICRO,DISHWASH,UGWATER,NOTMOIST,ZFUELPOOL,RICECOOK,FOODPROC,MICRO,ZNGAMOUNT,APPOTHER,ZWHEATAGE,ZSEPDVR,SDESCENT,RECBATH,ZAMTMICRO,ZTVONWD1,ZCOMBODVR,ZPLAYSTA,ZTVONWE1,AIRCOND,ELCOOL,ZINTSTREAM,ZCABLESAT,ZMONEYPY,ZEQUIPAGE,ZVCR,ZDVD,ZYEARMADERANGE,DUALCOOKTFUEL,ZTVAUDIOSYS,ZHIGHCEIL,ZTVSIZE1,DRYER,ZFUELH2O,ZTEMPGONE,ZELAMOUNT,ZWINFRAME,CWASHER,INTERNET,ENERGYASST,ZHOUSEHOLDER_RACE,THERMAIN,ZAGERFRI1
12143,67.74331282,1933.16,2969,2545,1154,723,2031,1732,192,80,75,72,42,42,41,-2,3,41,-2,3,-2,41,65,25.4,2,10,-2,41,21,10,15,62.31,-2,10,23,66,8.483,64,-2,91.4,1,2,2,-9,-9,68,-2,0,0,-2,1,0,1,0,5,1,1,-2,5,-2,0,3,0,1,-2,-2,1,-2,6,5,4,5,-2,1,4,-2,-2,3,5,1,3,2,-2,0,5,1,0,0,2,0,4,2,-2,0,0,3,1,0,0,-2,3,4,6,0,4,3,1,3,3,-2,3,-2,3,3,1,2,1,1,-2,1,0,2,1,0,3,2,2,2,1,1,1,-2,3,1,3,-2,3,-2,0,2,1,3,0,0,0,0,-2,3,-2,-2,-2,0,0,-2,0,-2,4,-2,-2,-2,0,0,0,-2,-2,0,0,0,1,2,0,1,0,-2,-2,2,0,0,1,0,0,0,-2,0,0,3,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,-2,0,2,-2,3,1,-2,0,1,4,-2,1,-2,-2,0,0,2,0,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0,-2,1,0,2,0,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,1,-2,0,0,-2,0,-2,1,1,-2,0,-2,1,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12153,35.18586719,4001.46,4578,4167,1920,1707,1524,1388,34,80,70,72,41,41,3,-2,41,3,-2,41,41,-2,60,13.6,3,21,-2,30,2,40,7,54.18,-2,14,22,61,7.681,60,-2,90.1,1,3,4,-9,-9,64,-2,5,1,4,-2,1,1,0,3,1,1,-2,5,-2,-2,6,0,1,-2,9,4,1,7,5,5,2,-2,-2,1,-2,-2,4,3,2,2,-2,-2,5,5,2,0,1,1,0,0,1,-2,0,0,4,1,0,0,-2,3,4,5,0,0,4,1,2,3,-2,3,-2,1,2,1,1,1,1,-2,0,2,4,3,0,3,3,0,3,1,0,1,-2,1,1,4,-2,2,-2,1,0,1,3,-2,-2,0,0,-2,2,-2,-2,-2,-2,-2,-2,-2,0,1,0,-2,-2,-2,0,-2,0,-2,0,0,0,0,2,-2,0,0,-2,-2,3,0,0,0,1,0,0,-2,0,0,3,0,1,-2,-2,-2,1,-2,-2,0,2,0,0,0,-2,0,2,-2,0,3,0,1,1,4,-2,0,-2,-2,0,0,1,0,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,2,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0,-2,1,0,2,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,0,-2,0,-2,1,1,-2,1,-2,0,-2,1,1,-2,0,1,0,2,0,1,1,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12166,7.217990476,554.7,1557,1356,2100,213,3037,2815,414,87,78,79,41,41,5,-2,-2,1,-2,1,-2,-2,57,31.8,-2,30,-2,41,23,10,5,69.14,1,-2,22,57,20.725,57,-2,93.1,0,-2,4,-2,-2,64,-2,-2,0,-2,-2,1,1,0,7,-9,-2,-2,-2,-2,-2,1,0,1,-2,-2,-2,-2,5,-2,4,1,-2,-2,-2,-2,4,3,5,-2,2,-2,-2,1,5,-2,0,-2,-2,0,4,-2,1,0,0,3,1,0,0,-2,3,3,8,0,4,3,1,0,1,-2,3,-2,2,3,-2,-2,1,2,-2,0,1,2,1,-2,-2,-2,0,2,3,2,1,-2,2,1,5,0,2,-2,-2,-2,1,2,0,-2,0,0,0,3,0,0,0,-2,0,0,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,-2,0,1,-2,-2,1,0,0,0,-2,0,0,0,0,0,1,0,0,0,-2,0,0,-2,-2,0,2,-2,-2,-2,-2,0,2,-2,0,1,-2,1,1,4,-2,0,-2,-2,-2,0,2,0,-2,0,-2,-2,0,3,-2,-2,-2,0,1,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,-2,1,-2,-2,-2,0,0,-2,-2,-2,-2,0,0,-2,0,0,0,0,0,0,0,0,-2,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,1,0,0,0,0,1,-2,0,0,-2,0,-2,1,1,-2,1,-2,1,-2,-2,1,-2,0,0,0,1,0,1,0,-2,0,0,1,0,0,0,-2,0,0,0,-2,-2,-2,-2,1,1,-2,-2,0,0,-2,-2,0,-2,-2,0,-2,0,0,0,0,0,1,1,0,0,1,0
12167,45.22357244,7031.22,5423,4404,3817,1507,1473,1216,161,75,72,75,1,1,2,-2,3,2,-2,3,-2,2,45,11.5,3,7,-2,42,-2,20,16,45.74,-2,7,23,62,0,65,-2,91.3,0,10,10,-2,-2,68,-2,5,0,-2,7,1,1,1,8,1,1,-2,5,-2,1,9,0,3,-2,-2,3,-2,13,5,7,6,-2,3,2,-2,-2,2,5,1,3,3,-2,5,1,1,0,0,4,0,0,1,-2,0,0,8,1,0,1,-2,3,1,6,0,3,4,1,2,6,1,2,1,3,2,2,0,1,1,1,1,3,3,2,0,2,1,2,4,1,1,2,1,3,1,3,-2,3,-2,1,1,1,5,0,0,2,0,-2,4,-2,-2,-2,0,0,-2,0,-2,4,-2,0,0,0,0,0,-2,0,0,0,0,2,2,0,1,0,-2,-2,2,0,1,0,0,-2,0,-2,0,0,4,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,-2,1,3,-2,2,1,-2,1,1,4,-2,1,-2,-2,0,1,2,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,1,0,0,0,1,0,0,0,0,1,-2,1,0,1,0,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,0,-2,1,0,-2,1,-2,0,0,0,0,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12170,41.90497275,4248.93,4692,4589,2018,1965,1398,1186,31,80,60,65,2,2,41,-2,2,2,7,2,1,41,55,17.3,-2,50,1,41,-2,31,10,54.01,-2,20,1,68,6.389,72,-2,89.4,0,8,10,-2,-2,68,3,8,0,-2,0,0,0,1,5,0,0,-2,1,-2,0,6,0,9,-2,4,-2,2,7,5,4,5,-2,-2,2,-2,-2,4,5,3,2,1,-2,5,5,2,1,-2,1,0,0,-2,-2,0,0,2,1,0,0,-2,3,4,6,0,3,3,1,2,5,-2,2,-2,3,2,5,1,1,1,-2,1,1,3,1,0,4,3,1,3,1,0,2,-2,1,2,3,0,1,-2,0,1,1,5,-2,0,2,0,0,3,0,0,0,0,-2,0,0,0,1,0,-2,-2,0,1,0,0,-2,-2,-2,-2,1,1,-2,1,1,0,0,5,0,0,0,0,-2,0,-2,0,0,3,0,0,-2,-2,-2,2,0,0,0,3,0,0,0,-2,0,2,-2,0,2,-2,0,1,3,-2,1,-2,-2,0,1,3,0,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,2,0,0,0,0,0,-2,0,0,2,1,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,0,0,1,-2,0,-2,1,0,-2,1,-2,1,0,0,1,0,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12178,43.35271257,1385.64,2390,2087,2164,547,2256,2168,178,79,75,74,41,41,1,-2,41,41,-2,41,1,41,61,26.1,-2,3,1,41,23,10,15,66,-2,5,21,65,11.594,65,-2,94.8,-9,5,5,-9,-9,68,-2,3,-8,-2,0,-8,-8,-8,5,-8,-8,-2,5,-2,-8,3,0,1,-2,2,-2,2,8,5,5,7,-2,-2,2,-2,-2,5,5,3,2,2,-2,5,5,3,0,-2,2,0,0,-2,-2,0,0,4,5,0,0,-2,3,4,7,0,4,1,1,2,2,-2,3,-2,2,2,4,2,1,2,-2,1,2,3,2,1,4,3,1,3,1,0,2,-2,2,1,3,0,2,-2,0,2,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,-2,-2,0,0,0,0,-2,-2,-2,-2,0,1,-2,1,1,0,-2,3,0,0,1,0,0,0,-2,0,0,2,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,-2,0,3,-2,0,2,-2,1,1,4,-2,1,-2,-2,0,0,2,1,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,1,0,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,0,-2,0,0,-2,0,-2,1,1,-2,0,-2,0,-2,0,1,-2,0,1,1,1,1,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12180,20.82713086,2217.09,1213,650,2430,16,2263,1302,112,80,85,75,41,41,41,-2,41,3,-2,41,-2,3,55,42.8,-2,0,-2,30,-2,20,20,59.36,-2,-2,23,65,0.094,65,7,90.6,0,1,1,-2,-2,70,-2,-2,0,-2,0,0,0,0,10,0,0,1,-2,-2,0,4,0,3,1,-2,-2,-2,6,1,4,7,-2,-2,-2,1,-2,3,1,-2,4,2,-2,5,1,-2,0,-2,-2,0,4,-2,-2,0,0,3,1,0,0,-2,3,2,8,0,4,4,1,1,2,-2,3,-2,3,2,1,0,0,5,-2,-2,3,3,2,1,2,2,1,3,1,0,3,-2,3,4,4,0,4,-2,0,1,5,3,1,0,0,1,0,4,0,0,0,0,0,0,0,-2,1,-2,-2,-2,0,0,0,-2,-2,-2,-2,-2,0,1,-2,1,1,-2,-2,1,0,0,0,-2,-2,-2,-2,0,0,2,0,0,-2,-2,-2,0,0,0,2,3,-2,-2,-2,0,0,3,0,0,1,-2,1,1,4,0,1,0,-2,0,1,1,3,-2,2,-2,0,0,4,-2,-2,-2,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,1,0,1,0,0,0,-2,0,0,2,1,1,-2,-2,-2,-2,-2,-2,0,1,0,0,1,0,1,-2,1,0,-2,0,-2,0,0,-2,1,-2,1,-2,0,1,-2,1,0,0,1,1,1,0,-2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,1,0,1,1,0,0,1,0
12186,42.21952107,5503.88,5489,5405,3464,2448,989,846,17,78,74,68,2,2,3,-2,3,42,-2,3,-2,42,69,15.5,41,10,-2,60,1,20,3,49.92,-2,16,23,60,4.429,64,-2,88.4,0,4,4,-2,-2,67,12,0,0,12,3,1,0,0,2,1,1,-2,1,-2,0,8,0,3,-2,-2,5,-2,9,1,8,6,-2,2,1,-2,-2,2,5,2,2,2,6,5,1,2,1,1,2,0,0,1,-2,0,0,5,1,0,0,-2,3,1,6,0,3,3,1,2,2,1,3,1,3,3,1,0,1,1,1,1,2,2,3,2,5,4,2,5,1,0,1,-2,2,1,3,0,2,-2,0,0,1,4,-2,0,0,0,0,1,0,0,0,0,-2,0,0,-2,3,-2,0,0,0,0,0,-2,0,0,0,0,0,2,0,1,1,-2,0,3,0,1,1,0,0,0,-2,0,0,2,0,0,-2,1,-2,0,0,0,0,2,0,0,0,-2,0,3,-2,0,1,0,1,1,4,-2,1,-2,-2,1,1,1,1,-2,0,1,0,0,4,0,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,0,0,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,2,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,0,0,-2,1,1,-2,1,-2,0,1,-2,0,-2,1,-2,0,1,-2,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12191,13.89094294,6049.05,5403,5440,7255,2497,943,799,29,82,75,82,2,2,2,-2,2,2,-2,2,-2,2,36,8.8,-2,7,-2,50,2,20,30,48.43,-2,7,23,61,3.456,62,-2,84.5,-9,1,1,-9,-9,70,-2,0,1,-2,7,1,1,1,2,1,1,0,1,-2,1,8,0,1,5,-2,-2,-2,9,1,6,8,-2,2,1,-2,-2,5,5,2,3,3,-2,5,5,2,1,-2,2,0,2,-2,-2,0,0,5,5,1,0,-2,3,1,8,0,0,3,1,2,3,1,2,0,4,2,3,2,1,1,1,1,2,3,3,0,3,3,1,4,1,0,2,-2,2,4,5,0,3,-2,0,1,1,4,-2,0,1,1,0,1,0,0,0,0,-2,0,0,-2,4,-2,0,0,0,0,0,-2,0,-2,-2,-2,2,1,0,1,1,-2,-2,3,0,1,1,0,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,4,-2,0,1,-2,0,1,4,0,1,0,-2,1,1,1,1,-2,0,-2,0,0,3,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,1,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,1,0,1,0,0,1,-2,0,0,2,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,0,0,-2,0,0,-2,0,-2,1,1,-2,1,-2,1,-2,0,1,-2,0,1,1,1,1,0,0,-2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,1,1,1,0,0,1,0
12195,72.16293687,8815.57,7478,7297,2297,3487,514,340,45,75,60,70,5,-2,5,-2,42,2,-2,42,-2,-2,77,1,2,14,-2,50,-2,20,3,40.85,3,14,1,70,1.966,65,-2,84.3,0,5,5,-2,-2,75,-2,2,0,-2,-2,0,1,1,2,0,0,-2,1,-2,-2,10,1,1,-2,-2,3,-2,7,5,1,1,1,-2,5,-2,2,1,5,2,-2,-2,-2,5,5,3,0,1,1,0,0,2,1,1,0,4,1,1,0,-2,3,1,5,1,4,5,1,4,2,1,2,0,2,2,1,0,-2,1,0,-2,0,2,1,1,4,4,1,2,2,4,1,-2,2,2,2,0,1,-2,0,3,1,3,-2,-2,0,-2,0,1,0,0,0,-2,-2,0,-2,-2,2,-2,0,0,-2,-2,-2,-2,0,0,0,0,0,1,-2,0,1,-2,-2,2,-2,1,0,0,-2,-2,0,0,-2,2,-2,0,0,-2,0,0,-2,-2,0,2,0,0,0,-2,0,2,-2,2,1,-2,0,1,3,-2,1,-2,-2,0,0,2,1,-2,0,-2,0,1,3,0,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,1,0,-2,-2,-2,-2,-2,-2,0,1,0,0,0,0,0,-2,0,0,-2,0,-2,1,0,-2,0,-2,1,-2,1,1,-2,0,1,0,1,0,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12196,65.42867737,5766.8,6930,6538,1900,3095,624,581,64,70,68,68,41,41,3,-2,1,1,-2,1,41,1,26,0.5,-2,4,22,30,23,10,6,49.2,-2,6,22,66,3.714,68,-2,88.2,0,3,3,-2,-2,69,-2,4,0,-2,3,0,1,0,3,1,1,-2,1,-2,1,8,0,9,-2,2,-2,3,6,5,2,3,-2,2,-2,-2,-2,5,5,-2,2,1,-2,5,1,-2,0,-2,-2,0,0,-2,-2,0,0,3,1,0,0,-2,3,1,8,0,2,3,1,1,3,1,3,1,4,2,1,1,1,1,1,1,2,2,2,0,2,2,0,3,1,0,0,-2,3,1,4,0,2,-2,1,0,1,3,-2,0,1,0,0,2,0,0,0,0,-2,0,0,0,3,1,0,0,0,0,0,0,0,-2,-2,-2,0,1,0,1,1,0,-2,2,1,1,0,-2,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,-2,-2,-2,-2,1,1,-2,0,2,-2,0,1,3,-2,1,-2,-2,0,0,2,0,-2,0,-2,0,0,3,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,3,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,2,1,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,0,-2,1,0,-2,0,-2,0,1,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12198,34.63269756,5592.51,6264,5457,2417,2554,1160,1051,55,75,72,72,2,2,3,-2,5,2,-2,2,5,2,66,-0.2,3,5,1,30,2,20,2,49.68,-2,5,23,65,4.792,65,-2,89.6,0,4,4,-2,-2,70,6,3,0,12,3,0,1,1,4,0,0,-2,5,-2,1,8,0,1,-2,2,2,3,6,5,5,6,-2,1,1,-2,-2,4,5,1,3,2,-2,0,5,1,0,0,2,0,0,2,-2,1,0,3,1,0,1,-2,3,1,6,1,2,3,1,3,2,1,3,1,4,3,1,0,1,1,1,1,2,2,1,3,4,3,2,2,1,0,1,-2,3,1,4,-2,3,-2,0,2,1,3,-2,0,0,0,-2,2,-2,-2,-2,0,-2,-2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,2,-2,0,3,0,1,1,4,-2,1,-2,-2,2,2,2,2,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,1,0,0,0,0,0,-2,1,0,2,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,1,-2,0,-2,1,1,-2,0,-2,1,-2,0,1,-2,0,1,0,1,1,1,1,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
12200,29.78654211,439.77,903,622,3800,15,5653,4765,2037,80,80,80,41,41,1,-2,2,41,-2,2,3,41,73,35.3,41,7,1,41,1,10,8,71.21,-2,13,21,78,0.232,70,-2,106.8,-9,3,3,-9,-9,78,-2,3,1,-2,4,0,1,1,9,1,1,-2,1,-2,1,2,0,3,-2,2,4,3,9,1,2,7,-2,2,3,-2,-2,8,1,1,1,2,-2,5,1,1,0,1,2,0,0,1,-2,1,0,5,1,0,0,-2,4,2,7,0,3,4,1,2,2,-2,3,-2,3,2,1,2,1,1,-2,0,2,3,3,0,5,5,3,4,1,0,1,-2,2,1,3,0,4,-2,0,1,1,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,-2,-2,0,1,0,0,-2,0,0,0,0,1,0,1,1,0,-2,2,0,0,1,0,0,0,-2,0,0,2,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,-2,0,3,-2,0,3,-2,1,0,4,-2,0,-2,-2,1,2,1,2,-2,0,-2,2,0,4,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,1,1,1,-2,1,0,-2,1,-2,0,1,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
