DOEID,EUI,GNDHDD65,HDD30YR,HDD65,TOTSQFT_EN,HDD50,CDD65,CDD30YR,CDD80,TEMPGONEAC,TEMPHOMEAC,TEMPNITEAC,EQUIPAGE,AGECENAC,WHEATAGE,NOACDAYS,AGECDRYER,AGERFRI1,NOHEATDAYS,AGECWASH,AGERFRI2,AGEDW,HHAGE,DBT99,AGEFRZR,AMTMICRO,TYPERFR2,WINDOWS,OUTGRILLFUEL,STORIES,LGTIN4,GWT,WWACAGE,COOKTUSE,TYPERFR1,TEMPGONE,OA_LAT,TEMPNITE,SEPCOOKTUSE,DBT1,SMARTMETER,DRYRUSE,WASHLOAD,INTDATA,INTDATAACC,TEMPHOME,USEMOISTURE,OVENUSE,ESWIN,USENOTMOIST,DWASHUSE,ESLIGHT,ESFRIG,ESWATER,DIVISION,ESCWASH,ESDRYER,SEPOVENUSE,STOVENFUEL,MONTUB,ESDISHW,IECC_CLIMATE_PUB,AUDIT,EQUIPAUXTYPE,OVENFUEL,LOCRFRI2,SIZFREEZ,SIZRFRI2,TOTROOMS,DRYRFUEL,MONEYPY,YEARMADERANGE,AUDITCHG,DWCYCLE,TVTYPE2,STOVEFUEL,USEWWAC,NUMCFAN,ROOFTYPE,TVONWE2,USECENAC,SIZEOFGARAGE,MONPOOL,ATHOME,FUELAUX,TVONWD2,SMARTTHERM,ESFREEZE,TVSIZE2,FREEAUDIT,LGTINLED,UPRTFRZR,NUMBERAC,RECYCAPP,TAXCREDITAPP,OTHROOMS,FUELH2O,EELIGHTS,REBATEAPP,FUELTUB,EQUIPM,CLIMATE_REGION_PUB,OCCUPYYRANGE,BENOTHER,LGTINCAN,WALLTYPE,FUELHEAT,TVCOLOR,NHSLDMEM,BASEHEAT,RNSETEMP,BASEFIN,LGTINCFL,WASHTEMP,TVTYPE1,CABLESAT,THERMAINAC,PERIODNG,BASECOOL,PROTHERMAC,NUMSMPHONE,WHEATSIZ,LGTOUTNUM,COMBODVR,TVONWE1,TVONWD1,NUMTABLET,LGTINNUM,COOLTYPE,NUMFLOORFAN,NUMLAPTOP,FUELH2O2,NUMMEAL,HOUSEHOLDER_RACE,EDUCATION,ATTICFIN,EQUIPMUSE,H2OHEATAPT,PLAYSTA,DVD,PERIODEL,BEDROOMS,SWAMPCOL,GARGHEAT,NUMCHILD,ZCENACHP,ATTCHEAT,REGIONC,ATTCCOOL,ZATTICFIN,ZATTCHEAT,GARGCOOL,ZSWAMPCOL,ZATTCCOOL,ZGARGCOOL,ZLOCRFRI2,TVSIZE1,ZAGERFRI2,ZBASEFIN,ZBASEHEAT,ZGARGHEAT,CENACHP,ZSIZEOFGARAGE,ZSIZRFRI2,ZBASECOOL,ZAGEFRZR,ZUPRTFRZR,ZSIZFREEZ,INTSTREAM,TOPFRONT,ZDWCYCLE,PRKGPLC1,ATTIC,ZTYPERFR2,ZUSEMOISTURE,WINFRAME,ZAGECENAC,CELLAR,LGTOUTCNTL,ZTVTYPE2,ZOUTGRILLFUEL,ZPROTHERMAC,ZWWACAGE,SCALEE,ZUSECENAC,NUMADULT,ZTHERMAINAC,NUMATTICFAN,ZUSEWWAC,FUELPOOL,ZNUMBERAC,DOOR1SUM,ZAGEDW,ZDWASHUSE,SCALEB,TYPEHUQ,ZTVONWD2,ZTVONWE2,ZTVSIZE2,ZSEPCOOKTUSE,NUMWHOLEFAN,NCOMBATH,ZSTOVEFUEL,CELLPHONE,NUMFRIG,ZUSENOTMOIST,OUTLET,INWIRELESS,DRAFTY,ZSEPOVENUSE,PROTHERM,ZOVENFUEL,PAYHELP,TVAUDIOSYS,DESKTOP,ADQINSUL,ELPERIPH,ZPAYHELP,SCALEG,POOL,VCR,ZTEMPGONEAC,SIZRFRI1,ZSTOVENFUEL,ZOVENUSE,ZCOOKTUSE,SWIMPOOL,ZTEMPNITEAC,DUALOVENFUEL,ZLGTOUTCNTL,EMPLOYHH,ZSTORIES,ZNUMWHOLEFAN,ZCELLAR,ZATTIC,ZPRKGPLC1,ZNUMATTICFAN,ZTEMPHOMEAC,UATYP10,ENERGYASST15,ZMONTUB,STUDIO,ENERGYASST14,SOLAR,ZH2OHEATAPT,NGPAY,ZLGTOUTNUM,HIGHCEIL,ZCOOLTYPE,ZWHEATSIZ,ENERGYASST13,ZSTUDIO,BACKUP,ZSWIMPOOL,ZAGECDRYER,ELPAY,ENERGYASST12,ZMONPOOL,ZPOOL,ZWASHTEMP,ZRNSETEMP,ZDRYRFUEL,ZDRYRUSE,ZFUELTUB,ENERGYASST11,NUMFREEZ,MORETHAN1H2O,SEPDVR,ZAGECWASH,ZROOFTYPE,NHAFBATH,ZINWIRELESS,OVEN,ZWASHLOAD,ZTOPFRONT,ICE,ENERGYASSTOTH,ELFOOD,ZMORETHAN1H2O,HHSEX,UGCOOK,LGTINCNTL,ZENERGYASST11,ZENERGYASST12,ZENERGYASST13,ZENERGYASST14,ZENERGYASST15,ZENERGYASSTOTH,ZBACKUP,TYPEGLASS,ZPROTHERM,ZOUTLET,UGOTH,TOAST,COFFEE,NOHEATHELP,BLENDER,MOISTURE,ZNOACDAYS,CROCKPOT,NOACHELP,ELWARM,OUTGRILL,ZFUELH2O2,ZTOTSQFT_EN,ZNOACHELP,TOASTOVN,ZNOHEATDAYS,ZTVTYPE1,KOWNRENT,ZNOHEATHELP,STOVE,STOVEN,ELWATER,METROMICRO,DISHWASH,UGWATER,NOTMOIST,ZFUELPOOL,RICECOOK,FOODPROC,MICRO,ZNGAMOUNT,APPOTHER,ZWHEATAGE,ZSEPDVR,SDESCENT,RECBATH,ZAMTMICRO,ZTVONWD1,ZCOMBODVR,ZPLAYSTA,ZTVONWE1,AIRCOND,ELCOOL,ZINTSTREAM,ZCABLESAT,ZMONEYPY,ZEQUIPAGE,ZVCR,ZDVD,ZYEARMADERANGE,DUALCOOKTFUEL,ZTVAUDIOSYS,ZHIGHCEIL,ZTVSIZE1,DRYER,ZFUELH2O,ZTEMPGONE,ZELAMOUNT,ZWINFRAME,CWASHER,INTERNET,ENERGYASST,ZHOUSEHOLDER_RACE,THERMAIN,ZAGERFRI1
10760,22.64094393,5867.62,6062,5460,4744,2396,911,767,4,77,73,73,3,2,1,-2,2,3,-2,2,3,2,58,8.8,3,20,-2,30,2,10,7,48.92,-2,-2,21,67,0,67,5,91.1,0,3,3,-2,-2,71,3,-2,0,-2,2,1,1,0,8,0,0,0,-2,-2,1,9,0,3,5,2,4,1,8,5,5,7,-2,1,1,5,-2,3,7,1,3,3,-2,1,1,1,0,1,2,0,4,1,-2,0,0,4,1,1,0,-2,3,1,7,0,4,2,1,3,2,1,3,0,4,2,3,0,1,1,1,1,2,3,2,1,3,2,1,5,1,0,2,-2,3,1,2,0,3,-2,0,2,1,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,-2,0,3,0,1,0,0,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,0,0,3,0,0,2,-2,1,1,4,0,1,0,-2,1,1,2,1,-2,0,-2,0,0,4,-2,-2,-2,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,2,0,0,1,-2,1,0,2,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,1,-2,1,1,-2,0,-2,0,1,-2,1,-2,0,-2,0,1,-2,1,0,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10767,27.1881226,5572.75,6167,5360,5620,2541,1187,1078,62,72,72,72,3,2,2,-2,3,1,-2,3,41,3,83,-0.2,42,10,1,41,2,10,12,49.73,-2,20,23,72,4.745,70,20,89.6,0,4,4,-2,-2,72,6,7,0,-2,5,0,1,1,4,1,1,3,5,4,1,8,1,3,5,1,3,3,7,5,5,5,0,2,3,5,-2,2,5,2,2,3,-2,5,1,2,0,0,2,0,0,2,-2,0,1,4,1,0,0,5,3,1,5,0,2,1,1,3,2,0,2,1,4,1,1,2,1,1,0,1,1,3,3,0,4,4,0,2,1,0,1,-2,6,1,3,1,2,-2,0,1,1,3,-2,0,0,0,0,2,0,0,0,0,-2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,0,0,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,1,0,2,1,1,3,-2,1,1,4,0,1,0,-2,0,1,1,1,-2,0,-2,2,0,4,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,-2,0,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,0,-2,1,0,2,0,1,1,0,2,0,0,1,-2,1,0,2,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,1,-2,1,-2,0,1,-2,1,-2,0,-2,0,1,-2,1,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10770,62.64791143,6393.75,7719,6903,1750,3707,727,697,0,78,78,78,41,41,2,-2,3,5,-2,3,2,-2,49,-9.1,3,15,-2,41,23,10,2,47.48,-2,12,21,72,1.295,72,-2,88.4,0,10,10,-2,-2,72,-2,5,1,-2,-2,0,0,1,4,1,1,-2,5,-2,-2,10,0,1,-2,4,3,1,4,5,2,2,-2,-2,1,-2,-2,2,5,4,1,1,-2,2,5,4,0,0,3,0,0,2,-2,0,0,2,1,0,0,-2,3,1,7,0,0,2,1,2,2,0,3,0,1,2,1,0,1,1,0,0,2,3,1,2,5,5,0,1,1,2,1,-2,2,1,3,0,1,-2,1,1,1,2,-2,0,0,0,0,2,0,0,0,0,-2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,1,1,-2,-2,1,0,1,1,0,0,0,-2,0,0,2,0,0,-2,-2,-2,0,-2,-2,0,2,0,0,0,-2,0,1,-2,0,2,-2,1,1,2,-2,0,-2,-2,1,1,2,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,2,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,1,0,0,0,0,0,0,0,1,-2,1,0,1,0,1,-2,-2,-2,-2,-2,-2,0,1,0,0,0,1,1,-2,1,0,-2,0,-2,1,1,-2,1,-2,1,-2,0,1,-2,0,1,0,3,0,1,0,-2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10778,17.98791568,5475.63,6464,6616,2621,3134,540,509,0,68,68,68,5,42,2,-2,42,41,-2,42,3,-2,67,10.4,-2,14,-2,42,-2,-2,2,50,-2,12,22,66,3.761,62,-2,87.7,1,3,3,-9,-9,66,-2,1,0,-2,-2,0,1,0,1,0,0,-2,5,-2,-2,8,0,9,-2,9,-2,1,6,5,5,1,-2,-2,3,-2,-2,0,5,2,3,-2,-2,5,1,1,0,-2,1,-8,4,-2,-2,-8,-8,4,5,-8,-8,-2,2,1,5,-8,3,3,1,2,1,-2,3,-2,0,3,3,0,1,1,-2,1,1,-2,-2,0,3,2,1,2,1,0,1,-2,3,1,4,-2,3,2,0,1,1,2,-2,-2,0,1,-2,1,-2,-2,-2,-2,-2,-2,-2,0,2,0,-2,-2,-2,0,-2,0,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,3,0,-2,-2,0,-2,0,-2,0,0,1,0,-2,-2,-2,-2,0,-2,-2,0,4,0,0,0,-2,-2,1,-2,0,2,-2,1,0,4,-2,1,-2,-2,0,0,1,1,-2,0,-2,1,0,4,0,0,0,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,0,1,-2,-2,0,-2,-2,0,1,-2,0,0,-2,-2,0,0,-2,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,-2,1,-2,1,0,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,0,-2,0,-2,0,0,-2,0,-2,0,-2,0,1,-2,0,1,1,1,0,0,0,-2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,1,0,0,0,1,1,0,0,1,0
10790,77.53261337,5995.66,6216,6218,763,2999,740,924,20,68,68,68,5,-2,2,15,-2,41,-2,-2,-2,-2,28,4.8,-2,10,-2,41,-2,-2,14,48.57,2,21,22,66,4.383,56,-2,90.2,0,-2,-2,-2,-2,66,6,4,0,4,-2,0,0,0,3,-2,-2,-2,1,-2,-2,8,-9,1,-2,-2,-2,-2,3,-2,2,1,-9,-2,3,-2,4,2,-2,2,-2,-2,-2,5,5,2,-2,-2,2,-2,0,-2,1,-2,-2,2,1,-2,-2,-2,2,1,8,-2,4,1,1,2,2,-2,-2,-2,2,-2,3,0,-2,5,-2,-2,2,-2,-2,2,5,5,1,1,2,2,2,-2,1,1,3,-2,5,2,1,1,1,1,-2,-2,1,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,0,1,-2,-2,-2,0,-2,-2,0,1,-2,1,-2,-2,0,-2,0,0,-2,-2,2,5,0,0,0,-2,-2,1,-2,0,1,0,-2,1,1,-2,-2,-2,0,1,0,3,1,0,3,-2,0,0,3,0,0,0,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,0,1,0,-2,0,1,-2,0,1,-2,0,0,-2,0,0,-2,-2,-2,1,0,-2,-2,-2,-2,-2,-2,-2,0,0,-2,0,-2,-2,0,0,0,-2,-2,0,0,0,-2,1,1,0,0,0,0,0,0,0,-2,1,-2,-2,0,1,0,-2,1,1,0,0,0,1,0,-2,1,0,0,-2,0,2,-2,0,1,0,1,0,1,1,-2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-2,0,0,0,0,1,0,0,0,0,1,1,1,0,0
10795,42.42556537,6912.95,6839,6442,2356,3196,715,610,37,71,71,71,42,5,5,-2,5,5,-2,5,-2,3,70,4.6,5,5,-2,30,2,10,1,46.06,-2,4,21,63,2.63,63,-2,86.6,0,8,6,-2,-2,68,3,0,-9,4,2,-9,-9,-9,3,-9,-9,-2,1,-2,-9,8,0,1,-2,-2,2,-2,5,5,2,4,-2,1,5,-2,-2,3,5,2,1,2,-2,5,5,1,0,-9,1,0,0,2,-2,0,0,2,1,1,0,-2,3,1,4,0,2,3,1,2,2,1,2,0,4,2,3,1,1,1,1,1,0,2,2,0,5,4,0,2,1,0,0,-2,3,1,1,-2,3,-2,0,1,1,3,-2,0,0,0,-2,2,-2,-2,-2,0,-2,-2,0,-2,3,-2,0,0,0,0,0,-2,0,0,0,0,0,1,0,1,0,-2,0,3,0,1,1,0,0,0,-2,0,0,2,0,1,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,1,-2,0,1,0,1,1,4,-2,1,-2,-2,0,0,2,1,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,1,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1,-2,0,0,1,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,1,-2,0,-2,1,1,-2,0,-2,0,-2,0,1,-2,0,1,0,1,1,1,1,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10797,27.13241544,5617.09,6075,5358,5038,2609,1187,1103,23,82,78,78,41,41,41,-2,2,41,-2,2,42,41,39,-0.2,2,15,22,42,2,31,30,49.61,-2,10,21,65,4.859,67,-2,89.6,-9,10,10,-9,-9,68,4,7,1,-2,9,0,0,1,4,1,1,-2,5,-2,0,8,0,3,-2,1,3,4,9,5,7,7,-2,2,1,-2,-2,5,5,4,3,3,-2,0,1,2,0,1,3,0,4,2,-2,0,0,5,1,0,0,-2,3,1,8,0,0,3,1,3,4,1,2,1,2,3,1,0,1,1,1,1,4,3,1,0,5,3,3,4,1,0,1,-2,2,1,3,-2,3,-2,0,1,1,4,-2,0,2,0,-2,2,-2,-2,-2,0,-2,-2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,5,0,1,0,0,0,0,-2,0,0,2,0,0,-2,-2,-2,1,0,0,0,2,0,0,0,-2,0,2,-2,0,2,-2,1,1,3,-2,1,-2,-2,1,1,1,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,1,0,0,0,0,1,-2,1,0,1,0,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,1,-2,1,-2,0,1,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,1,1,1,0,0,1,0
10812,48.45342949,6213.32,5836,5546,2950,2530,914,710,9,74,74,74,3,3,3,-2,3,3,-2,3,-2,3,69,8.8,5,7,-2,41,2,-2,12,47.98,-2,7,23,72,3.113,70,-2,84.5,0,5,5,-2,-2,72,-2,2,1,5,3,1,1,0,2,1,1,-2,5,-2,1,8,0,3,-2,-2,2,-2,6,5,4,7,-2,2,1,-2,-2,2,5,2,3,-2,-2,5,1,2,0,0,2,0,0,1,-2,1,1,3,5,1,0,-2,3,1,7,0,2,1,1,4,2,-2,3,-2,4,3,1,4,1,1,-2,1,0,2,-2,0,3,4,1,3,1,0,1,-2,3,1,5,-2,3,1,0,2,1,3,-2,-2,0,0,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,0,-2,-2,-2,0,0,0,0,2,0,-2,-2,-2,-2,4,0,-2,-2,0,0,0,-2,0,0,2,0,-2,-2,-2,-2,1,0,0,0,4,0,0,0,-2,-2,2,-2,1,1,0,1,1,3,-2,1,-2,-2,1,0,2,1,-2,0,-2,1,0,3,0,0,0,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,0,2,-2,-2,0,-2,-2,0,1,-2,1,0,0,-2,0,0,-2,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,1,0,0,0,0,0,-2,1,0,2,0,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,1,-2,0,0,-2,0,-2,0,1,-2,0,-2,0,-2,0,1,-2,0,1,1,1,1,0,1,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10820,46.14481556,5843.76,5870,5616,2700,2378,791,889,16,73,68,68,41,41,1,-2,1,41,-2,3,3,1,57,8.8,41,30,21,50,2,10,35,48.99,-2,-2,21,62,0,62,30,91.1,0,3,3,-2,-2,65,6,-2,-8,-2,2,-8,-8,-8,8,-8,-8,4,-2,3,-8,9,0,1,5,2,2,4,10,5,3,7,-2,2,2,1,-2,7,5,3,3,3,-2,5,5,1,1,-8,4,0,2,2,-2,0,0,4,1,0,0,5,3,1,8,0,0,3,1,3,3,1,3,1,4,2,1,1,1,1,1,1,3,3,3,2,3,2,2,4,1,0,1,-2,2,1,3,-2,3,-2,1,3,1,6,0,0,0,0,-2,4,-2,-2,-2,0,0,-2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,3,0,1,0,0,0,0,-2,3,0,3,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,0,0,3,0,0,3,-2,1,1,3,0,1,0,0,2,0,1,1,0,0,-2,1,0,4,-2,-2,-2,0,0,-2,0,0,0,0,0,0,0,0,0,1,-2,0,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,0,-2,1,0,0,0,0,1,0,2,0,0,1,-2,1,0,1,1,1,-2,-2,-2,-2,-2,-2,0,2,0,0,0,0,1,-2,1,1,-2,1,-2,1,1,-2,0,-2,1,-2,0,1,-2,1,0,0,1,1,1,0,-2,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10822,34.82229695,4604.28,4935,4158,2263,781,372,209,13,55,65,55,41,41,2,-2,41,41,-2,41,-2,1,73,27.3,-2,14,-2,42,-2,20,20,52.39,-2,7,21,55,0.419,55,-2,88,1,3,3,0,-2,70,-2,2,0,-2,2,0,0,0,10,0,0,-2,1,-2,0,7,0,3,-2,-2,-2,-2,7,5,4,7,-2,2,3,-2,-2,0,5,2,4,1,-2,5,1,2,0,-2,2,0,0,-2,-2,0,0,4,1,0,0,-2,3,5,7,0,2,3,1,3,2,-2,3,-2,4,2,3,2,1,1,-2,0,2,3,1,1,3,3,1,3,1,0,1,-2,3,1,3,-2,2,-2,0,1,1,3,0,0,0,0,-2,4,-2,-2,-2,0,0,-2,0,-2,3,-2,-2,-2,0,0,1,-2,-2,-2,-2,-2,1,1,0,1,0,-2,-2,3,0,0,0,0,-2,0,-2,0,0,2,0,0,-2,-2,-2,0,0,0,0,2,0,0,0,-2,0,2,-2,0,1,-2,0,1,4,-2,0,-2,-2,0,0,1,1,-2,0,-2,0,0,4,0,0,0,0,0,-2,0,1,0,0,1,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,1,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,1,0,0,1,0,0,0,0,1,-2,0,0,1,1,0,-2,-2,-2,-2,-2,-2,0,2,0,0,0,1,0,-2,0,0,-2,0,-2,0,0,-2,1,-2,0,-2,0,1,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,0
10826,35.92246132,1953.36,2887,2552,1047,756,2024,1818,159,80,65,65,5,2,5,-2,42,41,-2,42,-2,1,50,25.4,-2,4,-2,30,-2,-2,1,62.21,-2,7,22,75,8.198,70,-2,91.4,0,1,1,-2,-2,75,-2,1,0,-2,0,0,0,0,5,0,0,-2,5,-2,0,3,0,1,-2,-2,-2,-2,4,5,2,4,-2,-2,5,-2,-2,0,-2,1,4,-2,-2,3,5,1,0,-2,1,-2,0,-2,-2,-2,-2,3,1,-2,-2,-2,3,4,8,-2,1,3,1,2,1,-2,3,-2,0,2,5,0,1,1,-2,0,1,1,-2,0,4,1,0,1,1,2,0,-2,5,2,2,-2,4,1,0,1,1,1,0,-2,0,1,-2,3,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,0,1,-2,-2,-2,-2,-2,2,1,-2,-2,0,-2,0,-2,0,0,1,0,-2,-2,-2,-2,1,1,0,0,5,0,0,0,-2,-2,1,-2,0,1,-2,-2,-2,3,-2,0,-2,-2,0,0,4,0,-2,1,-2,1,0,3,0,0,0,-2,0,-2,-2,1,-2,-2,-2,-2,-2,-2,0,1,-2,-2,0,-2,-2,0,1,-2,0,0,1,-2,0,-2,-2,0,1,-2,-2,-2,1,0,0,0,-2,-2,0,0,0,0,-2,0,-2,0,0,0,0,-2,1,0,1,0,0,-2,-2,-2,-2,-2,-2,-2,1,0,-2,0,0,0,-2,0,0,-2,0,-2,1,0,-2,1,-2,0,-2,0,2,-2,0,1,0,1,1,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-2,0,0,0,1,1,1,0,1,1,0,0,0,1,0
10848,58.29880727,4484.14,4355,3780,1375,1326,1304,987,88,68,68,68,41,41,3,-2,1,41,-2,1,42,41,61,17.7,5,40,-2,42,-2,10,4,52.71,-2,20,22,70,2.85,70,-2,88.2,0,12,12,-2,-2,70,-2,10,0,-2,2,1,0,1,6,1,1,-2,5,-2,0,6,0,1,-2,4,4,1,7,5,2,1,-2,2,1,-2,-2,0,5,4,1,-2,-2,5,5,4,0,0,2,-2,0,2,-2,-2,-2,4,5,-2,-2,-2,3,4,8,-2,3,3,1,4,3,-2,3,-2,3,2,1,2,1,2,-2,0,1,2,1,2,5,5,2,2,1,0,0,-2,2,1,3,0,1,-2,0,2,1,3,-2,-2,1,1,0,3,0,0,0,-2,-2,0,-2,0,3,0,-2,-2,-2,0,-2,0,-2,0,0,0,1,1,0,0,1,-2,-2,1,0,0,0,0,-2,0,-2,0,0,2,0,0,-2,-2,-2,0,0,0,2,2,0,0,0,-2,3,1,-2,2,2,-2,0,1,3,-2,1,-2,-2,0,0,2,1,-2,0,-2,1,0,4,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,1,0,0,0,0,-2,-2,0,0,0,1,-2,-2,-2,0,0,0,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0,-2,1,0,1,0,0,-2,-2,-2,-2,-2,-2,0,1,0,0,0,1,1,-2,0,0,-2,1,-2,1,0,-2,1,-2,0,-2,0,2,-2,0,1,1,1,1,0,0,-2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-2,0,0,0,1,0,0,0,0,1,1,0,0,1,1
10849,44.5539108,5322.85,6813,6395,796,3181,705,637,24,80,78,78,41,41,41,-2,41,41,-2,41,-2,-2,85,0.3,-2,28,-2,30,-2,-2,2,50.42,-2,14,22,69,5.047,69,-2,89.5,0,3,3,-2,-2,73,-2,2,0,-2,-2,0,1,1,3,1,1,-2,5,-2,-2,8,0,1,-2,-2,-2,-2,3,1,1,7,-2,-2,5,-2,-2,2,5,4,2,-2,-2,5,5,5,0,-2,1,-2,0,-2,-2,-2,-2,2,1,-2,-2,-2,3,1,7,-2,1,1,1,2,1,-2,3,-2,0,2,1,1,1,1,-2,0,0,1,-2,0,4,5,0,1,1,0,0,-2,3,1,3,-2,2,1,0,0,1,1,-2,-2,0,0,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,0,1,-2,-2,-2,-2,-2,3,0,-2,-2,0,-2,0,-2,0,0,1,0,-2,-2,-2,-2,0,-2,-2,0,4,0,0,0,-2,-2,1,-2,1,1,-2,1,-2,3,-2,0,-2,-2,0,0,2,0,-2,0,-2,1,0,3,0,0,0,-2,0,-2,-2,0,-2,-2,-2,-2,-2,-2,0,2,-2,-2,0,-2,-2,0,1,-2,0,0,0,-2,0,0,-2,0,1,-2,-2,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,0,0,0,0,-2,1,0,1,0,1,-2,-2,-2,-2,-2,-2,0,1,0,0,1,1,0,-2,0,0,-2,0,-2,1,0,-2,0,-2,1,-2,0,2,-2,0,1,0,2,0,1,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,0,0,1,0,0,0,1,0
